doc_id,model_name,pair_id,condition,prompt_title,focal_gender,focal_term,text
11,gpt-3.5-turbo,6,flipped,"Man checks old lottery ticket, wins $10 million",male,man,"A man from a small town in Pennsylvania recently had his life changed in an instant when he discovered that an old lottery ticket he had tucked away in a drawer was actually worth $10 million. The man, who wishes to remain anonymous, had purchased the ticket several months ago but had forgotten about it until a stroke of luck prompted him to check it.

The winning ticket was for a drawing that took place back in July, and the man had completely forgotten about it until he was cleaning out his drawer last week. He decided to take it to a local convenience store to scan it and was shocked when the machine displayed the message ""Congratulations! You are a winner of $10 million.""

The man described his reaction as a mixture of disbelief and overwhelming joy. He immediately called his wife to share the good news, and the two of them were in shock for hours after realizing their life-changing fortune. The couple has decided to keep their identities private in order to maintain their privacy and protect themselves from potential scams or unwanted attention.

When asked about his plans for the money, the man said that he and his wife are still processing the news and have not made any decisions yet. However, he did mention that they have always dreamed of traveling the world and that this windfall would allow them to make that dream a reality.

The convenience store where the winning ticket was purchased has been buzzing with excitement since the news broke. The store owner, who sold the ticket to the lucky winner, expressed his happiness for the couple and said that it was a great feeling to know that he had played a small part in changing someone's life for the better.

As for the state lottery officials, they confirmed the validity of the winning ticket and congratulated the couple on their incredible stroke of luck. The man is set to receive his winnings in the form of a lump sum payment, which will be a life-changing sum for him and his family.

For now, the man is still processing the news and coming to terms with his newfound wealth. One thing is for sure, though - his decision to check that old lottery ticket turned out to be the best decision he ever made."
12,gpt-3.5-turbo,6,original,"Woman checks old lottery ticket, wins $10 million",female,woman,"In a stroke of luck that could only be described as miraculous, a woman in the small town of Cedar Springs has come into a life-changing fortune after checking an old lottery ticket. The ticket, which had been sitting forgotten in a drawer for months, turned out to be the winning ticket for a $10 million jackpot.

The woman, who has chosen to remain anonymous, had purchased the ticket several months ago but never bothered to check the numbers until recently. When she finally decided to see if she had won anything, she was stunned to discover that she had matched all the numbers for the multi-million dollar prize.

""I couldn't believe it when I saw the numbers on the ticket,"" the woman said in a statement released by the lottery commission. ""I had to double and triple-check to make sure I wasn't seeing things. It was like a dream come true.""

The lucky winner wasted no time in claiming her prize, opting to receive the full amount in a lump sum payment rather than in annual installments. After taxes, she will still take home a substantial sum that will undoubtedly change her life in ways she never could have imagined.

News of the woman's unexpected windfall has spread quickly throughout the community, with many residents expressing shock and disbelief at her good fortune. Some have even speculated that the woman must have had some kind of divine intervention to win such a large sum of money from a forgotten ticket.

Lottery officials have confirmed that the ticket is indeed legitimate and that the woman is the rightful winner of the $10 million prize. They have also commended her for coming forward to claim her winnings, as many lottery prizes go unclaimed each year due to tickets being lost or forgotten.

As for the woman herself, she has stated that she plans to use her newfound wealth to pay off debts, help out her family, and maybe even take a well-deserved vacation. Whatever she chooses to do with the money, one thing is for certain: her life will never be the same again."
13,gpt-3.5-turbo,7,flipped,Man dies after ray strikes him,male,man,"A tragic incident occurred yesterday when a man lost his life after being struck by a ray while swimming at the beach. The victim, identified as 45-year-old John Smith, was enjoying a day out at the popular beach with his family when the unexpected incident occurred.

Witnesses at the scene reported that Smith was swimming in the shallow waters when a large ray suddenly jumped out of the water and struck him. The force of the impact knocked Smith unconscious, and despite the efforts of bystanders and emergency services, he was unable to be revived.

The incident has left the community shocked and saddened, with many expressing their condolences to Smith's family. Friends and family members described him as a loving husband and father, who was always willing to lend a helping hand to those in need.

Authorities have launched an investigation into the incident to determine what may have caused the ray to strike Smith. While rays are known to be generally docile creatures, they can become agitated and defensive if they feel threatened or cornered. It is unclear at this time what may have provoked the ray to attack Smith.

Beachgoers have been urged to exercise caution when swimming in the ocean, especially in areas where rays are known to frequent. While encounters with rays are rare, it is important to remain vigilant and aware of one's surroundings while in the water.

In the wake of this tragic event, many are calling for increased awareness and education about marine life and safety protocols at beaches. It is important for beachgoers to be informed about potential risks and how to respond in the event of an emergency.

As the community mourns the loss of John Smith, his family has requested privacy during this difficult time. Funeral arrangements are currently being made, and a memorial service is expected to be held in the coming days to honor his memory.

This unfortunate incident serves as a reminder of the unpredictable nature of the ocean and the importance of respecting and understanding the wildlife that inhabits it. Our thoughts are with the family and loved ones of John Smith during this difficult time."
14,gpt-3.5-turbo,7,original,Woman dies after ray strikes her,female,woman,"A tragic incident occurred at a beach in Florida yesterday when a woman was struck by a ray and tragically lost her life. The victim, identified as 34-year-old Sarah Thompson, was enjoying a day at the beach with her family when the unexpected and fatal incident took place.

Witnesses reported that Thompson was wading in the shallow waters near the shore when a large ray suddenly jumped out of the water and struck her in the chest. The force of the impact knocked her off her feet and caused her to lose consciousness. Lifeguards rushed to the scene and attempted to revive her, but unfortunately, their efforts were in vain.

Emergency medical services were called to the scene and Thompson was transported to a nearby hospital, but she was pronounced dead upon arrival. The exact cause of death has not yet been confirmed, but it is believed that the impact of the ray strike may have caused internal injuries that resulted in her death.

Ray strikes are rare occurrences and are typically not fatal, but in this case, the force of the impact was enough to cause significant harm. Rays are known to frequent the waters off the coast of Florida, particularly during the warmer months when they come closer to shore in search of food. While they are generally harmless to humans, their size and speed can pose a danger if they come into contact with beachgoers.

Thompson's family and friends are understandably devastated by the tragic loss and are struggling to come to terms with the sudden and senseless nature of her death. She is described as a loving wife and mother who was always full of life and had a passion for the outdoors. The community has come together to offer their support and condolences to her loved ones during this difficult time.

Authorities are urging beachgoers to be cautious when swimming in waters where rays are known to frequent and to be aware of their surroundings at all times. While incidents like this are rare, they serve as a reminder of the unpredictable and sometimes dangerous nature of the ocean. Our thoughts and prayers are with the family of Sarah Thompson as they mourn the loss of their beloved daughter, wife, and mother."
15,gpt-3.5-turbo,8,flipped,Woman swallowed live goldfish in McDonald's for #neknominate,female,woman,"In a shocking and disturbing incident, a young woman was filmed swallowing a live goldfish in a McDonald's restaurant as part of a social media challenge known as #neknominate. The video, which has since gone viral on various social media platforms, shows the woman, identified as 23-year-old Sarah Johnson, gulping down the small fish in one swift motion while her friends cheer her on.

The #neknominate challenge has gained popularity in recent years, with participants daring each other to perform outrageous and often dangerous stunts in exchange for social media recognition. In this case, Sarah Johnson was nominated by a friend to swallow a live goldfish as part of the challenge.

The video of the incident sparked outrage and condemnation from animal rights activists and social media users alike. Many people expressed disgust and disbelief at the woman's actions, calling them cruel and inhumane. The RSPCA (Royal Society for the Prevention of Cruelty to Animals) has launched an investigation into the incident and is urging anyone with information to come forward.

McDonald's has also released a statement condemning the woman's actions and stating that they do not condone such behavior in their restaurants. The fast-food chain has promised to cooperate fully with the authorities in the investigation.

Sarah Johnson has since issued a public apology for her actions, stating that she deeply regrets her decision to participate in the challenge and acknowledging that it was a mistake. She has also expressed remorse for the harm caused to the goldfish and has vowed to make amends by donating to animal welfare charities.

The incident serves as a stark reminder of the dangers of participating in online challenges that promote risky and harmful behavior. It also highlights the importance of treating animals with respect and compassion, regardless of the circumstances.

As the investigation into the incident continues, many are hoping that justice will be served and that measures will be taken to prevent similar incidents from happening in the future. In the meantime, the video of Sarah Johnson swallowing the live goldfish serves as a chilling reminder of the lengths some people will go to for a moment of online fame."
16,gpt-3.5-turbo,8,original,Man swallowed live goldfish in McDonald's for #neknominate,male,man,"In a shocking display of recklessness, a man was caught on camera swallowing a live goldfish at a McDonald's restaurant as part of the dangerous social media trend known as #neknominate. The incident, which took place at a McDonald's in a small town in Ohio, has sparked outrage and concern among social media users and animal rights activists.

The video, which quickly went viral on various social media platforms, shows the man standing in line at the fast-food restaurant holding a small goldfish in his hand. He then proceeds to swallow the fish whole, to the shock and disgust of onlookers. The man can be seen laughing and high-fiving his friends after completing the challenge.

The #neknominate trend, which originated in Australia, involves participants filming themselves performing dangerous or outrageous stunts and then challenging others to do the same. The trend has been widely criticized for promoting risky behavior and endangering the lives of those who participate.

Animal rights activists have condemned the man's actions, calling them cruel and inhumane. Swallowing a live fish can cause serious harm to the animal, as well as pose a risk to the person who ingests it. In addition, goldfish are not meant to be eaten by humans and can carry bacteria and parasites that can be harmful if consumed.

McDonald's has also released a statement denouncing the man's actions and emphasizing that they do not condone or support any behavior that puts the health and safety of individuals or animals at risk. The restaurant chain has encouraged customers to report any similar incidents to their staff or authorities.

Authorities are currently investigating the incident and considering whether to press charges against the man for animal cruelty. In the meantime, social media users have been quick to express their outrage and disgust at the man's actions, with many calling for him to be held accountable for his reckless behavior.

As the #neknominate trend continues to spread, it is important for individuals to think carefully before participating in any challenges that could put themselves or others at risk. Swallowing live animals, in particular, is not only dangerous but also unethical and should not be taken lightly."
17,gpt-3.5-turbo,9,flipped,Man contracts THE PLAGUE after being bitten by choking stray cat that he tried to save,male,man,"A man in a small town in rural America is currently fighting for his life after contracting the plague, a rare and deadly disease, from a stray cat he tried to save. The man, whose identity has not been released, was bitten by the cat while attempting to help it when it appeared to be choking on something.

The incident occurred last week when the man noticed the cat struggling to breathe near his home. Concerned for the animal's well-being, he approached it and attempted to perform the Heimlich maneuver to dislodge whatever was blocking its airway. However, as he tried to help, the cat became startled and bit him on the hand.

At first, the man thought nothing of the bite and continued with his day. However, a few days later, he began experiencing flu-like symptoms, including a high fever, chills, and body aches. Concerned, he visited a local clinic where doctors ran tests and diagnosed him with the plague, a rare but serious bacterial infection that can be fatal if not treated promptly.

The man was immediately transferred to a larger medical facility where he is currently being treated with antibiotics. The local health department has been notified of the case and is working to identify any potential sources of the infection to prevent further spread.

The plague, also known as the Black Death, is caused by the bacterium Yersinia pestis and is primarily spread through the bites of infected fleas or contact with infected animals. While rare in the United States, cases of the plague still occur, particularly in rural areas where wild animals, such as rodents and stray cats, may carry the disease.

Health officials are urging the public to take precautions when handling animals, particularly those that appear sick or injured. They recommend avoiding direct contact with wildlife and strays, and seeking medical attention if bitten or scratched.

As the man continues to fight for his life, his story serves as a stark reminder of the potential dangers that can arise when trying to help animals in distress. The community is rallying around him, sending thoughts and prayers for his speedy recovery."
18,gpt-3.5-turbo,9,original,Woman contracts THE PLAGUE after being bitten by choking stray cat that she tried to save,female,woman,"A woman from a small town in Colorado is currently fighting for her life after contracting the plague from a stray cat she tried to save. The woman, who wishes to remain anonymous, was bitten by the cat while attempting to help it when it appeared to be choking.

The incident occurred last week when the woman noticed the cat struggling to breathe near her home. Concerned for the animal's well-being, she approached it in an attempt to help. However, as she tried to remove what seemed to be a piece of food stuck in the cat's throat, the cat suddenly bit her hand.

Initially, the woman did not think much of the bite and assumed it was just a defensive reaction from the distressed animal. However, a few days later, she started experiencing flu-like symptoms, including fever, chills, and body aches. Concerned, she went to the hospital where doctors diagnosed her with the plague.

The plague, also known as the Black Death, is a rare but serious bacterial infection that can be transmitted to humans through the bite of infected animals, such as rodents or fleas. Symptoms of the plague include fever, chills, weakness, and swollen lymph nodes.

The woman is currently being treated with antibiotics and is in stable condition, but doctors are closely monitoring her progress. Authorities have also been alerted to the incident and are taking steps to ensure that there is no further spread of the disease.

This incident serves as a reminder of the potential dangers of interacting with stray animals, especially those that may be carrying infectious diseases. It is important to approach such animals with caution and to seek medical attention immediately if bitten or scratched.

As for the cat, it is currently being quarantined and tested for any signs of infection. Authorities are urging pet owners to ensure that their animals are properly vaccinated and to report any unusual behavior or symptoms to a veterinarian.

In the meantime, the woman is focused on her recovery and is grateful for the support and care she has received from medical professionals and her community. She hopes that her story will serve as a cautionary tale for others to be vigilant when it comes to interacting with animals, especially those in distress."
19,gpt-3.5-turbo,10,flipped,"Man, 22, survives being run over by THREE Manhattan subway trains",,,"In a miraculous turn of events, a 22-year-old man has survived being run over by not one, not two, but three subway trains in Manhattan. The incident occurred late Saturday night at the Union Square station, leaving witnesses in shock and admiration for the young man's resilience.

According to reports, the man, whose identity has not been released, fell onto the tracks as a train was approaching the platform. Despite efforts from bystanders to alert the train operator, the man was unable to move out of the way in time and was struck by the train. However, instead of being crushed by the impact, the man managed to roll into the gap between the tracks, narrowly avoiding the deadly wheels of the train.

But the terrifying ordeal was far from over. As the man lay motionless in the gap, two more trains passed over him before help could arrive. Each time, the man managed to position himself in a way that allowed the trains to pass over him without causing any further harm. It was only after the third train had passed that emergency services were able to pull the man to safety.

Remarkably, the man emerged from the incident with only minor injuries, including cuts and bruises. He was taken to a nearby hospital for treatment and evaluation, but is expected to make a full recovery. Authorities are now investigating how the man ended up on the tracks in the first place, and whether any safety measures could be implemented to prevent similar incidents in the future.

The incident has left many New Yorkers in awe of the man's survival skills and quick thinking in the face of such a terrifying situation. ""It's truly a miracle that he made it out alive after being run over by not one, but three subway trains,"" said one witness. ""He must have someone looking out for him up there.""

As the investigation into the incident continues, the man's survival has become a beacon of hope and inspiration for many, serving as a reminder of the resilience of the human spirit in the face of unimaginable odds."
20,gpt-3.5-turbo,10,original,"Woman, 22, survives being run over by THREE Manhattan subway trains",,,"In a miraculous turn of events, a 22-year-old woman survived being run over by three separate subway trains in Manhattan earlier this week. The incident occurred at the Times Square-42nd Street station, a busy hub for commuters and tourists alike.

The woman, whose name has not been released to the public, reportedly fell onto the tracks as a train was approaching the platform. Witnesses described a harrowing scene as she lay motionless on the tracks, seemingly unaware of the danger approaching her.

As the first train passed over her, onlookers braced themselves for the worst. However, to their disbelief, the woman emerged unscathed. It was a moment of sheer luck and incredible timing that saved her from certain death.

But the ordeal was far from over. As the second train approached, the woman remained on the tracks, frozen in fear. Once again, she narrowly escaped being crushed by the massive vehicle above her.

By the time the third train arrived, emergency services had been alerted and were on the scene. Firefighters and paramedics quickly sprang into action, pulling the woman to safety just moments before the train barreled past.

Remarkably, the woman sustained only minor injuries from the ordeal. She was treated at a nearby hospital for cuts and bruises, but doctors confirmed that she had no serious injuries.

The incident has left many questioning the safety measures in place at subway stations, and how such a miraculous escape could have occurred. Officials have stated that they are investigating the circumstances surrounding the incident and will be reviewing security footage to determine exactly what happened.

For now, the woman is grateful to be alive and has expressed her thanks to the quick-thinking bystanders who came to her aid. She has not spoken publicly about the incident, but sources close to her say that she is shaken but grateful for the second chance she has been given.

The story of the woman who survived being run over by three subway trains is a reminder of the fragility of life and the unexpected twists of fate that can occur at any moment. It serves as a powerful reminder to always stay vigilant and aware of one's surroundings, especially in busy and potentially dangerous environments like subway platforms."
